length;mse;model
19;nan;(((-0.2579688728) + ((((((0.2223627269 * X1) * (0.6367521286 * X1)) + (0.4289543033 * X2)) + ((-0.0154916774) * X1)) ^ exp(((-0.2724190056) * X2))) * exp((0.1584675163 * X2)))) * (((-0.0835157856) * X2) + 2.7968895435))
18;nan;(((-0.7572397590) + (((((((-0.0102601368) * X1) * ((-40.9697532654) * X1)) + (0.9825910926 * X2)) + ((-0.0457371511) * X1)) ^ exp(((-0.2156919837) * X2))) * (0.9590920210 + (0.2467583120 * X2)))) + (0.5593595505 * X2))
17;nan;((((((((3.0784609318 * X1) * (0.0582509935 * X1)) + (0.4055418968 * X2)) + ((-0.0193825681) * X1)) ^ exp(((-0.1833929867) * X2))) + (0.3146696091 * X2)) + log(abs(0.7125110030))) * 2.2732584476)
3;2.838859470260208;((2.8922286034 * X2) ^ 0.6834335923)
4;inf;(log(abs(((-2.2305054665) * X1))) + (0.9259766340 * X2))
2;10.334618607461438;exp((0.2413659990 * X2))
11;nan;((((-2.2258009911) + ((2.3373599052 * X1) * (0.1810045987 * X1))) * exp(((-0.3336045146) * X2))) + sqrt((7.8723530769 * X2)))
10;inf;((((((-0.0096498998) * X1) * ((-38.9761962891) * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1244752109) * X2))) + (0.7675023675 * X2))
8;inf;(((((-0.0141976355) * X1) * ((-29.1802616119) * X1)) * exp(((-0.2882902026) * X2))) + (1.1236622334 * X2))
6;inf;log(abs((((1.8421859741 * X1) * (5.8656582832 * X1)) + (37.7319450378 * X2))))
16;nan;(((-0.8299587369) + (((((((-0.0057015913) * X1) * ((-44.7240104675) * X1)) + (0.6469001770 * X2)) + ((-0.0273763463) * X1)) ^ exp(((-0.1541435868) * X2))) * 1.6094247103)) + (0.7751175761 * X2))
15;inf;(((((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1262688041) * X2))) + (0.8291514516 * X2)) + log(abs(0.4147703350)))
12;nan;(((0.8391372561 * X2) + (-1.0245776176)) + ((((2.5741376877 * X1) * (0.1608899236 * X1)) + (1.2045940161 * X2)) ^ exp(((-0.1249003112) * X2))))
9;inf;(sqrt((6.2341465950 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.3380253613) * X2))))
5;inf;((0.9094204903 * X2) + (((-0.0070486334) * X1) * ((-27.9958400726) * X1)))
14;inf;(((0.8399143219 * X2) + (-1.0355287790)) + (((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.2075093985 * X2)) + ((-0.0439246781) * X1)) ^ exp(((-0.1245955750) * X2))))
13;nan;((((((0.4700511694 * X1) * (0.8788001537 * X1)) + (1.0977501869 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
20;inf;(((-0.7556352615) + (((((((1.5168968439 * X1) * (0.3646780252 * X1)) + ((-0.0444886275) * X1)) + (1.2668914795 * X2)) + ((-0.0155871818) * X1)) ^ exp(((-0.2090744823) * X2))) * ((0.2273619175 * X2) + 0.7235054970))) + (0.6003041267 * X2))
1;4.221656780003459;4.7457995415
19;nan;(((-0.2499412596) + ((((((((-0.0037494460) * X1) * ((-36.5308685303) * X1)) + (0.3725706935 * X2)) + ((-0.0148741463) * X1)) ^ exp(((-0.2290216237) * X2))) + (0.1065023169 * X2)) * exp((0.0495584421 * X2)))) * 2.9071400166)
18;nan;(((-0.7449107766) + (((((((-0.0067651360) * X1) * ((-63.7721748352) * X1)) + (0.9869027734 * X2)) + ((-0.0469877124) * X1)) ^ exp(((-0.2214946002) * X2))) * ((0.2656686306 * X2) + 0.9298521280))) + (0.5449607372 * X2))
17;inf;(((-1.1995807886) + (exp((0.1059565395 * X2)) + (((((2.1235249043 * X1) * (0.0522552542 * X1)) + (0.2869783640 * X2)) + ((-0.0118903518) * X1)) ^ exp(((-0.2159132659) * X2))))) * 3.5396354198)
3;nan;((8.3530397415 * X2) ^ 0.5054090619)
4;inf;(log(abs((12.6498889923 * X1))) + (0.7071067691 * X2))
2;inf;exp((0.2420015037 * X2))
11;inf;(((((0.4700511694 * X1) * (0.8788001537 * X1)) * exp(((-0.3460848927) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;((((((-0.0091658849) * X1) * ((-39.9427185059) * X1)) + (0.6334544420 * X2)) ^ exp(((-0.1221135929) * X2))) + (0.7688746452 * X2))
8;inf;((((2.2543091774 * X1) * (0.1838240772 * X1)) * exp(((-0.2884668708) * X2))) + (1.1237511635 * X2))
6;inf;log(abs((((1.5400243998 * X1) * (5.1610755920 * X1)) + (34.4458770752 * X2))))
16;inf;(((0.8259650469 * X2) + (-0.9600636363)) + (((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + ((-0.0438735075) * X1)) + (1.1633005142 * X2)) ^ exp(((-0.1247107014) * X2))))
15;nan;(((((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1249003112) * X2))) + (0.8291514516 * X2)) + log(abs(0.4147703350)))
12;inf;(((0.8391372561 * X2) + (-1.0245790482)) + ((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263796091) * X2))))
9;nan;(((((-0.0058122952) * X1) * ((-50.2934455872) * X1)) * exp(((-0.3407581151) * X2))) + sqrt((7.8712048531 * X2)))
5;inf;(((3.7033092976 * X1) * (0.0572309531 * X1)) + (0.8849584460 * X2))
14;nan;(((0.8392599225 * X2) + (-1.0263152122)) + ((((((-0.0109901940) * X1) * ((-37.5862922668) * X1)) + (1.2048256397 * X2)) + ((-0.0439285114) * X1)) ^ exp(((-0.1246835962) * X2))))
13;nan;(((((((-0.0100462968) * X1) * ((-41.2299003601) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
20;nan;(((-0.8174302578) + (((((((-0.0038897218) * X1) * ((-52.5373611450) * X1)) + (0.5641204715 * X2)) + ((-0.0222249459) * X1)) ^ exp(((-0.2121144235) * X2))) * (exp((0.1140944287 * X2)) + exp((0.0365506895 * X2))))) + (0.4728658795 * X2))
1;4.375704937429351;6.4113793373
19;nan;(((-0.2503943741) + ((((((((-0.1176641360) * X1) * ((-1.1659864187) * X1)) + (0.3726289272 * X2)) + ((-0.0148942834) * X1)) ^ exp(((-0.2285092771) * X2))) + (0.1079242826 * X2)) * exp((0.0489492789 * X2)))) * 2.9026904106)
18;nan;(((-0.7760865092) + (((((((-0.0061802175) * X1) * ((-71.3739852905) * X1)) + (1.0596365929 * X2)) + ((-0.0478912741) * X1)) ^ exp(((-0.2050021291) * X2))) * ((0.2144763470 * X2) + 0.9182492495))) + (0.5926777720 * X2))
17;nan;((((((((0.2845576704 * X1) * (0.6497136354 * X1)) + (0.4229845405 * X2)) + ((-0.0199658182) * X1)) ^ exp(((-0.1804159731) * X2))) + (0.3268718719 * X2)) + log(abs(0.7034455538))) * 2.2060999870)
3;2.8204586497301234;((2.8529028893 * X2) ^ 0.6907902956)
4;inf;(log(abs((12.6498889923 * X1))) + (0.9275628328 * X2))
2;10.23766190662967;exp((0.2427925169 * X2))
10;inf;(((((0.2716107965 * X1) * (1.3465714455 * X1)) + (0.6345156431 * X2)) ^ exp(((-0.1217973232) * X2))) + (0.7675033212 * X2))
9;inf;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3396377861) * X2))) + sqrt((6.2326984406 * X2)))
7;inf;((((1.9635996819 * X1) * (4.5071253777 * X1)) + (34.4458770752 * X2)) ^ (-0.0299878120))
6;inf;log(abs((((1.8421859741 * X1) * (5.8656582832 * X1)) + (37.5003929138 * X2))))
16;nan;(((0.8259650469 * X2) + (-0.9600636363)) + (((exp((log(abs((0.6922776699 * X1))) * 1.8745564222)) + ((-0.0438735075) * X1)) + (1.1633005142 * X2)) ^ exp(((-0.1247107014) * X2))))
15;inf;(((((((2.3373599052 * X1) * (0.1810045987 * X1)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
11;nan;(((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.3475869894) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
8;inf;((((0.3666186929 * X1) * (1.1306450367 * X1)) * exp(((-0.2886670232) * X2))) + (1.1238536835 * X2))
5;inf;((((-0.0053803921) * X1) * ((-36.7403144836) * X1)) + (0.9143790007 * X2))
14;inf;(((0.8399143219 * X2) + (-1.0355287790)) + (((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.2075093985 * X2)) + ((-0.0439246781) * X1)) ^ exp(((-0.1245955750) * X2))))
12;nan;(((0.8392431140 * X2) + (-1.0247366428)) + ((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1247132123) * X2))))
20;inf;(((-0.3248993754) + ((((((0.2554875612 * X1) * (0.8477934599 * X1)) + (0.6526559591 * X2)) + ((-0.0237232484) * X1)) ^ exp(((-0.2860544324) * X2))) * ((0.1493787766 * X2) + 0.8609914780))) * ((0.2167452574 * X2) + 2.1122577190))
1;4.401502943292633;4.6387567520
19;inf;((((((((0.2207066417 * X1) * (2.1921980381 * X1)) + (1.1005419493 * X2)) + ((-0.0526514091) * X1)) ^ exp(((-0.2176307142) * X2))) * (0.8273258209 + (0.2538273931 * X2))) + (0.5658454895 * X2)) + log(abs(0.4741367102)))
18;nan;((-0.7496803403) + (((((((1.6998518705 * X1) * (0.0986405760 * X1)) + (0.4722597301 * X2)) + ((-0.0181385446) * X1)) ^ exp(((-0.2113793939) * X2))) + (0.1489666104 * X2)) * ((0.1482584924 * X2) + 2.3864951134)))
17;inf;((((((((0.3180862963 * X1) * (0.6050617695 * X1)) + (0.4470079541 * X2)) + ((-0.0207678173) * X1)) ^ exp(((-0.1766977906) * X2))) + (0.3435811400 * X2)) + log(abs(0.6912005544))) * 2.1218738556)
4;inf;(log(abs(((-2.2305054665) * X1))) + (0.9284875393 * X2))
5;inf;(((3.7033092976 * X1) * (0.0572309531 * X1)) + (0.8826169372 * X2))
3;nan;((2.5375041962 * X2) ^ 0.6924977899)
2;32.502896273480914;exp(((-0.6025002599) * X2))
11;nan;((((-2.2258009911) + (((-0.3639732003) * X1) * ((-1.1681659222) * X1))) * exp(((-0.3336045146) * X2))) + sqrt((7.8723530769 * X2)))
10;inf;(((((1.4857467413 * X1) * (0.2461527437 * X1)) + (0.6344258785 * X2)) ^ exp(((-0.1217700839) * X2))) + (0.7674667239 * X2))
8;inf;((((4.4557456970 * X1) * (0.0930538997 * X1)) * exp(((-0.2888508439) * X2))) + (1.1239492893 * X2))
7;24.750580748104156;((((2.3962104321 * X1) * (0.1608899236 * X1)) + (1.5148216486 * X2)) ^ (-0.0299878120))
16;nan;(((0.8259650469 * X2) + (-0.9600636363)) + (((exp((log(abs((0.6921413541 * X1))) * 1.8764129877)) + ((-0.0438735075) * X1)) + (1.1633005142 * X2)) ^ exp(((-0.1247107014) * X2))))
15;inf;(((((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1245955750) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((0.8292663097 * X2) + (-0.8800572157)) + ((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1217943281) * X2))))
9;inf;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3396377861) * X2))) + sqrt((6.2341594696 * X2)))
6;inf;log(abs((((1.9635996819 * X1) * (3.9759008884 * X1)) + (34.3995246887 * X2))))
14;nan;(((0.8399143219 * X2) + (-1.0355287790)) + ((((((-0.0102497200) * X1) * ((-40.2570343018) * X1)) + (1.2075093985 * X2)) + ((-0.0439246781) * X1)) ^ exp(((-0.1245955750) * X2))))
13;nan;(log(abs(0.4138478935)) + (((((1.4426950216 * X1) * (0.2867350876 * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1217986271) * X2))) + (0.8296557665 * X2)))
20;nan;(((-1.1822143793) + ((((((((-0.3004147410) * X1) * ((-1.2219001055) * X1)) + (0.8600475192 * X2)) + 0.3671195209) + ((-0.0398697630) * X1)) ^ exp(((-0.2319397628) * X2))) * (1.0954394341 + (0.3251646161 * X2)))) + (0.5148364902 * X2))
1;4.203573763240241;4.7573800087
19;nan;(((-0.2688005567) + ((((((((-0.1255722046) * X1) * ((-1.1659864187) * X1)) + (0.4538086951 * X2)) + ((-0.0161513295) * X1)) ^ exp(((-0.3044746220) * X2))) + ((-0.0408963636) * X2)) * exp((0.1758729368 * X2)))) * 2.7227132320)
18;nan;(((-0.2773068547) + ((0.1726753265 * X2) + (((((1.8006364107 * X1) * (0.0819936693 * X1)) + (0.3895868063 * X2)) + ((-0.0159891173) * X1)) ^ exp(((-0.2093492299) * X2))))) * exp(exp((0.0267183725 * X2))))
17;inf;(((-1.1873364449) + (exp((0.1035864726 * X2)) + (((((6.6602244377 * X1) * (0.0161777288 * X1)) + (0.2690917253 * X2)) + ((-0.0116497027) * X1)) ^ exp(((-0.2196944505) * X2))))) * 3.6178071499)
4;inf;(log(abs((12.6498889923 * X1))) + (0.9301272035 * X2))
5;inf;((((-0.0070486334) * X1) * ((-28.1458549500) * X1)) + (0.8247305155 * X2))
3;nan;((2.4356200695 * X2) ^ 0.6941886544)
2;10.084311440619288;exp((0.2450588346 * X2))
11;nan;((((-2.2258009911) + ((3.0784609318 * X1) * (0.1345806718 * X1))) * exp(((-0.3336045146) * X2))) + sqrt((7.8723530769 * X2)))
10;inf;((((((-0.0096493652) * X1) * ((-37.9011573792) * X1)) + (0.6344338655 * X2)) ^ exp(((-0.1217719615) * X2))) + (0.7692237496 * X2))
8;inf;((((1.5400243998 * X1) * (0.2692930400 * X1)) * exp(((-0.2890084982) * X2))) + (1.1240328550 * X2))
7;25.526926971321885;((((1.5400243998 * X1) * (5.8656582832 * X1)) + (34.4458770752 * X2)) ^ (-0.0299878120))
16;nan;(((0.7978135943 * X2) + (-0.5189815760)) + ((((((0.1604878306 * X1) * (2.5697205067 * X1)) + (1.0966203213 * X2)) + (-0.3412855566)) + ((-0.0440654159) * X1)) ^ exp(((-0.1300094873) * X2))))
15;nan;((((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
12;nan;((((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1217943281) * X2))) + (0.8288236856 * X2)) + (-0.8822721839))
9;inf;(sqrt((6.2341465950 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.3396377861) * X2))))
6;inf;log(abs((((1.9635996819 * X1) * (3.9759008884 * X1)) + (34.5294418335 * X2))))
14;inf;(((0.8392431140 * X2) + (-1.0247366428)) + ((((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1247132123) * X2))))
13;nan;(((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1261365265) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
20;nan;(((-0.2783211470) + (((((((-0.0041277516) * X1) * ((-52.0519943237) * X1)) + (0.6452458501 * X2)) + ((-0.0235500131) * X1)) ^ exp(((-0.2865550518) * X2))) * (0.7459651828 + (0.1299793571 * X2)))) * ((0.2460128665 * X2) + 2.4599802494))
1;5.1673396012254;6.7830791473
19;nan;(((-0.8226140738) + (((((((-0.0030807930) * X1) * ((-63.3895416260) * X1)) + (0.5358403921 * X2)) + ((-0.0212042816) * X1)) ^ exp(((-0.2061082572) * X2))) * (1.0904830694 + exp((0.1154270321 * X2))))) + (0.5066314340 * X2))
18;nan;(((-0.7633064985) + (((((((-0.0063971840) * X1) * ((-60.1524620056) * X1)) + (0.9119367599 * X2)) + ((-0.0418646745) * X1)) ^ exp(((-0.2145178318) * X2))) * (1.0512944460 + (0.2403932959 * X2)))) + (0.5570805669 * X2))
17;nan;((-0.5025453568) + ((((((0.1661113948 * X1) * (2.4337360859 * X1)) + ((1.2101136446 * X2) ^ 1.2874854803)) + ((-0.0432772823) * X1)) ^ exp(((-0.1979030073) * X2))) * exp((0.1958323568 * X2))))
3;nan;((2.5426714420 * X2) ^ 0.6948955059)
4;inf;(log(abs(((-4.1705036163) * X1))) + (0.7005884051 * X2))
2;inf;exp((0.2459009886 * X2))
10;inf;((((((-0.0096498998) * X1) * ((-38.9761962891) * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1247002855) * X2))) + (0.7611940503 * X2))
9;nan;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3396329582) * X2))) + sqrt((6.2326984406 * X2)))
7;25.095810016482964;((((0.3543864191 * X1) * (4.3646097183 * X1)) + (5.8476500511 * X2)) ^ (-0.0299878120))
6;inf;log(abs((((1.4620456696 * X1) * (5.5942749977 * X1)) + (36.2153663635 * X2))))
16;nan;(((0.8004887104 * X2) + (-0.5491191149)) + (((((((-0.0140175242) * X1) * ((-29.4351310730) * X1)) + (1.1030297279 * X2)) + (-0.3150601387)) + ((-0.0440687239) * X1)) ^ exp(((-0.1297277957) * X2))))
15;nan;(((((((1.5403701067 * X1) * (0.2729946673 * X1)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
11;inf;((((-2.2269477844) + (((-2.0452160835) * X1) * ((-0.2081944793) * X1))) * exp(((-0.3336045146) * X2))) + sqrt((7.8712048531 * X2)))
8;inf;((((2.5460271835 * X1) * (0.1622206718 * X1)) * exp(((-0.2545078099) * X2))) + (1.1238733530 * X2))
5;inf;(((0.1898692399 * X1) * (0.9467850327 * X1)) + (0.8340258598 * X2))
14;nan;(((0.8292663097 * X2) + (-0.8800572157)) + (((((1.5403701067 * X1) * (0.2729946673 * X1)) + (1.1633131504 * X2)) + ((-0.0440105423) * X1)) ^ exp(((-0.1249003112) * X2))))
12;inf;(((0.8391372561 * X2) + (-1.0245776176)) + ((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.2045940161 * X2)) ^ exp(((-0.1249003112) * X2))))
20;nan;(((-0.2693149447) + (((((((1.5753383636 * X1) * (0.1064907163 * X1)) + (0.4735791087 * X2)) + ((-0.0182126481) * X1)) ^ exp(((-0.2330923676) * X2))) + (0.0956817269 * X2)) * ((0.0966387838 * X2) + 0.8950371742))) * 2.6446509361)
1;5.880568701231564;7.0415053368
19;nan;(((-0.2686308622) + ((((((((-0.0042502647) * X1) * ((-34.1092491150) * X1)) + (0.3889416456 * X2)) + ((-0.0157143883) * X1)) ^ exp(((-0.2173353881) * X2))) + (0.1393498927 * X2)) * exp((0.0392020941 * X2)))) * 2.7589344978)
18;nan;(((-0.7624598145) + (((((((-0.0057696248) * X1) * ((-64.6550445557) * X1)) + (0.8843016624 * X2)) + ((-0.0405875221) * X1)) ^ exp(((-0.2154279500) * X2))) * (1.0842058659 + (0.2422086000 * X2)))) + (0.5525363088 * X2))
17;nan;(((-0.2971733809) + ((((((0.2173286527 * X1) * (0.7095292807 * X1)) + (0.5153336525 * X2)) + ((-0.0168204382) * X1)) ^ exp(((-0.2592780590) * X2))) * exp((0.1346528828 * X2)))) * 2.5608422756)
4;inf;(log(abs(((-12.6413106918) * X1))) + (0.6931471825 * X2))
5;inf;((((-0.0053803921) * X1) * ((-37.5862922668) * X1)) + (0.8392599225 * X2))
3;3.5196681001657706;((5.5557866096 * X2) ^ 0.4989991188)
2;inf;exp((0.2487854064 * X2))
11;inf;((((-2.2269477844) + ((2.5460271835 * X1) * (0.1622467041 * X1))) * exp(((-0.3336045146) * X2))) + sqrt((7.8712048531 * X2)))
10;nan;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6274289489 * X2)) ^ exp(((-0.1217636690) * X2))) + (0.7674540281 * X2))
8;inf;((1.1237428188 * X2) + (((0.0706462190 * X1) * (5.8656582832 * X1)) * exp(((-0.2561058700) * X2))))
7;inf;((((1.1217484474 * X1) * (1.6148784161 * X1)) + (7.2422308922 * X2)) ^ (-0.0299878120))
16;nan;(((0.7979686260 * X2) + (-0.5216966271)) + ((((((0.1610585600 * X1) * (2.5788590908 * X1)) + (1.0972801447 * X2)) + (-0.3394396305)) + ((-0.0440553650) * X1)) ^ exp(((-0.1299454719) * X2))))
15;nan;(((((((1.5403701067 * X1) * (0.2729946673 * X1)) + ((-0.0438735075) * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1264788657) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
12;inf;(((((2.5460271835 * X1) * (0.1627573222 * X1)) + (1.2379606962 * X2)) ^ exp(((-0.1263796091) * X2))) + ((-1.0249346495) + (0.8390583396 * X2)))
9;nan;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3396329582) * X2))) + sqrt((6.2347302437 * X2)))
6;inf;log(abs((((1.7105311155 * X1) * (4.8228092194 * X1)) + (36.6115608215 * X2))))
14;nan;((((((1.1636345387 * X2) + ((3.0784609318 * X1) * (0.1364975572 * X1))) + ((-0.0532152951) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
13;inf;((((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
20;nan;(((-0.2444787174) + ((((((((-0.0046549230) * X1) * ((-36.5308685303) * X1)) + (0.4814931750 * X2)) + ((-0.0184657145) * X1)) ^ exp(((-0.2341069579) * X2))) + (0.0930808038 * X2)) * ((0.0912785679 * X2) + 0.8027044535))) * 2.9071400166)
1;4.420098206365755;6.4362778664
19;nan;(((0.8509915471 * X2) + (-0.6520271301)) + ((((((7.7366280556 * X1) * (0.0519767590 * X1)) * exp((0.1391290277 * X2))) + ((-0.0540949591) * X1)) + ((0.8154663444 * X2) ^ 1.3237404823)) ^ exp(((-0.1732975096) * X2))))
18;nan;((-0.7229525447) + ((((((((-0.1158687845) * X1) * ((-1.2570866346) * X1)) + (0.3708852530 * X2)) + ((-0.0158016868) * X1)) ^ exp(((-0.2196652144) * X2))) + (0.1477356553 * X2)) * ((0.1148394197 * X2) + 2.7454924583)))
17;nan;(((((exp((log(abs((0.6927844882 * X1))) * 1.8729121685)) + ((-0.0438887291) * X1)) + (1.2291387320 * X2)) ^ exp(((-0.1241156384) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
4;inf;(log(abs(((-8.4818820953) * X1))) + (0.9490655661 * X2))
5;inf;((((-1.8757376671) * X1) * ((-0.0976596773) * X1)) + (0.8539808989 * X2))
3;3.5148275497377384;((5.5862150192 * X2) ^ 0.4982398450)
2;inf;exp((0.2548489869 * X2))
11;nan;((((((-0.0110829063) * X1) * ((-27.5165481567) * X1)) + (0.4660691619 * X2)) ^ (1.0896463394 + ((-0.1133248731) * X2))) + (0.8538174033 * X2))
10;inf;((((((-0.0096500050) * X1) * ((-37.9011573792) * X1)) + (0.6345322728 * X2)) ^ exp(((-0.1218011901) * X2))) + (0.7812397480 * X2))
8;inf;((((4.7109031677 * X1) * (0.0881857201 * X1)) * exp(((-0.2902499437) * X2))) + (1.1247310638 * X2))
7;inf;(((((-2.2852420807) * X1) * ((-0.0964227021) * X1)) + (0.8849584460 * X2)) ^ (-0.0299878120))
16;inf;((-0.9719902277) + (((1.1404423714 * X2) ^ 0.8746476173) + (((((6.3755259514 * X1) * (0.0652928278 * X1)) + (0.9241871238 * X2)) + ((-0.0446436293) * X1)) ^ exp(((-0.1326559037) * X2)))))
15;nan;(((((((0.1016081795 * X1) * (4.0053095818 * X1)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;inf;((((((1.5403701067 * X1) * (0.2729946673 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1262680590) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;nan;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3407581151) * X2))) + sqrt((6.2326984406 * X2)))
6;inf;log(abs((((1.7929943800 * X1) * (5.5942749977 * X1)) + (33.9956474304 * X2))))
14;nan;(((0.8291350007 * X2) + (-0.8800004125)) + ((((1.1636345387 * X2) + ((1.5403701067 * X1) * (0.2729946673 * X1))) + ((-0.0532152951) * X1)) ^ exp(((-0.1263796091) * X2))))
13;nan;(((((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1261365265) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
20;nan;(((-0.2350717783) + ((((((((-0.0047052144) * X1) * ((-34.8862152100) * X1)) + (0.4609164298 * X2)) + ((-0.0178149622) * X1)) ^ exp(((-0.2304184735) * X2))) + (0.1023307517 * X2)) * ((0.0768599510 * X2) + 0.7949739695))) * 3.0472085476)
1;4.246489641194928;4.7301688194
19;nan;(((-0.2768240273) + ((((((((-0.0044048168) * X1) * ((-33.7236595154) * X1)) + (0.3960281610 * X2)) + ((-0.0160914715) * X1)) ^ exp(((-0.2128873318) * X2))) + (0.1535098255 * X2)) * exp((0.0353237055 * X2)))) * 2.6974935532)
18;inf;((log(abs(0.7952519655)) + ((((((0.2073724121 * X1) * (0.6228386164 * X1)) + (0.3822432458 * X2)) + ((-0.0141424173) * X1)) ^ exp(((-0.2788069248) * X2))) * exp((0.1183732450 * X2)))) * 3.0507130623)
17;nan;(((((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
4;inf;(log(abs(((-2.3270630836) * X1))) + (0.9577413201 * X2))
5;inf;((((-0.0053803921) * X1) * ((-36.7403144836) * X1)) + (0.9227712154 * X2))
3;2.049244688300707;((8.5328807831 * X2) ^ 0.4970392585)
2;inf;exp((0.2552619874 * X2))
11;inf;((((-2.2270238400) + ((2.6552436352 * X1) * (0.1557947844 * X1))) * exp(((-0.3460848927) * X2))) + sqrt((7.8712735176 * X2)))
10;inf;(((((1.3938927650 * X1) * (0.2743325830 * X1)) + (0.6344208121 * X2)) ^ exp(((-0.1262784749) * X2))) + (0.7674639225 * X2))
8;inf;((((3.0784609318 * X1) * (0.1364975572 * X1)) * exp(((-0.2880603671) * X2))) + (1.1238733530 * X2))
7;inf;(((((-2.2852420807) * X1) * ((-0.0964227021) * X1)) + (0.8893810511 * X2)) ^ (-0.0299878120))
16;inf;((((1.9059281349 * X2) ^ 0.7346494794) + (-1.2124801874)) + (((((2.3331644535 * X1) * (0.1806802005 * X1)) + ((-0.0457158834) * X1)) + (0.6382326484 * X2)) ^ exp(((-0.1427214444) * X2))))
15;nan;(((0.8292880654 * X2) + (-0.8797169328)) + ((((((-0.0056732730) * X1) * ((-72.7878341675) * X1)) * exp(((-0.0058981017) * X1))) + (1.1629943848 * X2)) ^ exp(((-0.1263804734) * X2))))
12;inf;((((((-2.0452160835) * X1) * ((-0.2081944793) * X1)) + (1.2379606962 * X2)) ^ exp(((-0.1263796091) * X2))) + ((-1.0249346495) + (0.8390583396 * X2)))
